,number,progress,title,like,contents,answer,category,sday,eday,proponent
4438,314439,청원종료,개식용찬성합니다. 반대하는분들 보세요,49,"개식용 반대하시는분들이 특히 착각하는게 있는데
개 식용을 찬성하는 사람들은 합법화를 주장하고있지 않습니다. 왜냐하면 식용은 이미 합법인 상태거든요. 불법이었으면 전국 보신탕집, 유명 보신탕 맛집들, 그리고 소비자들 모두 잡혀가고 벌금내고 그랬겠죠.

그런데도 대체 왜 금지하자는 분들은 '합법화' 를 얘기하시는지 모르겠습니다. 
저희는 당신들이 요구하는 '불법화' 를 들어주어선 안된다고 소리를 내는것 뿐입니다.

누구도 타인이 먹는 권리를 앗아갈순 없습니다.
그걸 앗아가자는 20만 청원은 그야말로 헌법을 개무시한 행위죠.

개혐오자 20만이모여 개를 키우는것을 법적으로 금지해 달라고 청원한다면 어떨것 같나요?

입장바꿔생각해보면
당신들의 그 청원자체가 얼마나 황당하고 무례하며 이기적인지, 집단이기주의의 끝을 보여준 것인지 알 수 있을겁니다.

개혐오자들은 개가 싫어도 이곳 청와대에 모여 개 사육 반대 시위나 요청을 한적이 없습니다.
애견인들의 취향을 존중했기 때문이죠.

대체 왜
개인 및 집단의 취향문제를 가지고 헌법까지 무시해가며
새로운 법을 제정해달라 요구 하는겁니까?

당신들이 말하는
위생과 분별없는 도축이 걱정이라면
헌법에 위배되는 먹을권리를 뺏자는 청원을 할게 아니라
개도축에도 소,돼지와 동등한 제재를 가해달라 청원하셔야죠.

그리고 대체 어느 방송을, 얼마나 많은 방송을 보신건지 모르겠지만
소비자고발프로그램등엔 개 말고도 매우 비위생적인 음식점들이 많이 나왔습니다.
예를 들어 몇군데 장어집이 위생과 관리가 엉망이었다 칩시다.
그럼 그 다음 무슨일을 할까요? 장어식용 반대?
아니죠. 장어집의 위생상태점검을 강화해야한다는 요구를 해야할것입니다.

또 한가지, 방송에서 장어집이 더럽다고 해서 모든 장어집이 다 더럽다던가요? 아니죠. 그렇게 관리하는 그놈이 문제인거지 장어자체가 문제인게 아니죠.

대체 왜 모든 보신탕집이 더러운개를 사용하느니 마냥 말씀하십니까?

전 시골에  있는 보신탕집에도 가봤고
서울 맛집으로 유명한 집에도 가봤지만
두곳은 시설부터가 달랐습니다.
시골에 있던 곳은 가게 근처에 개들이 풀어져 널려있었고, 매우 더럽고 아파 보였습니다.
그 개를 잡아다가 바로 음식을 하는것 같아  찝찝하여 들어갔다가 나왔죠.

그러나 서울 맛집은 가게에서 대중 잡아다 죽여 만드는게 아니라 애초에 소, 돼지처럼 가공된 상태를 대량으로 가져와 만드는듯 했습니다. 
만약 이부분에서도 ""그 개들도 더러운곳에서도 가져왔을거다.""라 의심하신다면
가축사육장의 위생을 더 철저히 관리하라 요구하면 해결될 일이지요.

당신들의 그 요구가
범죄를 예방하기위해 예비범죄자들을 미리 죽여버리자 와 뭐가다른지 모르겠습니다.

제발 당신들 취향가지고
헌법까지 개무시하며 타인의 먹을 권리를 빼앗자고 요청하지 마세요. 쓸데없으며 이기적입니다.

저는 법적으로 개식용이 금지되지 않는 이상 계속먹을겁니다.
보신탕도 맛있고 전골도 맛있고 무침도 맛있고 아주 맛있어요.


+  어떤이들은반려동물이니 먹으면 안된다. 개는 사랑을 줘야하고, 인간과 더불어 사는 존재다. 라는 말을 합니다.
근데 당신들. 개가 행복하다고 한적은 있습니까?
당신이라면 외계종족이 와서 당신네 가족중 몇명만 데려다가 목줄걸어놓고 키우고 자기가 손달라고 하면 손 주도록 교육시키고
당신이 가끔 발정나서 괴로워보이는것같기도 하고
또 여러가지 성병을 예방해준답시고 당신을 중성화수술시키고
뭐 그러면서 당신한테 꼬박꼬박 먹이주고 쓰다듬어주고 재워주면
당신은 행복하겠습니까?

개를 먹는이들은 야만적이고 당신들은 동물을 사랑하고있단 그딴생각좀 하지마세요.
한 생명을 데려다가 키우면서 그것이 실제로 생명 입장에서 학대가 아닌 사랑이라 믿는것이 얼마나 오만한생각인지 모릅니다.",,반려동물,2018-07-22,2018-08-21,naver
4510,314511,청원종료,동물보호법을 강화해주세요!!,26,요즘 보면 강아지 학대와관련해 유기견들을 잡아가 보신탕용으로 하는경우도 많은데 보신탕자체가 사람몸에 좋지않을뿐더러 반려동물들은 사랑으로 보듬어줘야하는 생명체라고 생각을 합니다 그런 반려동물들을 자신의 이익을 위해서 사람들앞에 음식으로 나가는것은 아니라고생각합니다 강아지를 때려잡으면서 강아지가 우는소리와 그 눈빛을 봤으면 절대 먹지못합니다 제발 부탁드리겠습니다 대통령님..,,반려동물,2018-07-22,2018-08-21,facebook
4639,314640,청원종료,반려동물 키우기에 허가제로 바꿔주세요!,17,"반려동물을 키울때 허가제로 바꿔주세요

현제 개나소나 누구나 키우는 반려동물!
문제는 너무 많은 동물도 문제지만
자격도 안되는 사람이 동물을 키우는 문제입니다
동물을 키울땐 해당 동물의 이해와 지식이 우선입니다
자기가 키우기 위한 지식도 없이 키우다 보면 벽에 막히게 됩니다
그럼 쉬운 방법으로 버립니다

키우기도 쉽고
버리기도 쉽고
번식도 쉽고
모든게 쉬워요

동물을 너무 쉽게 보고있어요
자신이 구입하였으니 자기 거라고 생각합니다
즉 소유물로 보는 겁니다

동물보호단체를 보세요
개식용은 반대하지만
자신들의 문제점은 다루길 거부합니다
무슨 문제?

개인의 문제는 놔두고라도
해당 주인의 주변 사회와의 문제점을 해결도 못해요
간단하게 한국의 다른 야생동물과 문제점이 노출되는 종을 들어와서
다루기 힘들다고 그냥 아무데나 그냥 버립니다
글고 반려견을 키울때 자기 개는 안문다며 아무런 조치없이 밖에 나옵니다
이런 자격도 없는 사람들이 너무 많아요

이런 소리하면 그 자체가 문제이죠
자신을 제대로 돌아 보질 않았다는 거죠
반려견으로 생기는 사회적인 문제점을 인식을 못하거나 거부한다란거죠

먼저 자신들이 거리에 버려지는 반려견들과
전국에 있는 보호소에서 죽어가는 동물들
개농장과 뭐가 다른지 묻지 않을수가 없네요

그리고 동물보호를 외치는 저들이 동물을 대하는 방식!

동물의 번식을 막는다고 거세는 기본
동물의 소음을 막는다고 성대 제거
동물의 털이 날린다고 털 밀기
동물을 이쁘게 한다고 자기 마음대로 다루기
등등

동물을 자신의 소유물이라며
자기들 마음대로 합니다
동물이 싫어하는 데도 주인이라는 이유로 마음대로 합니다

이게 개식용과 뭐가 다를까요?
동물에게는 자유를 주지도 못하면서 자기는 자유를 누립니다

지금 반려동물이란 이유로 키우는 가정이 많아요
그러나 책임감을 가지고 키우는 경우는 극히 일부입니다

저들의 이기주의를 제동을 걸어 주세요

동물보호단체는 먼저 자신의 문제점부터 돌아보고 개선하라",,반려동물,2018-07-22,2018-08-21,naver
4752,314753,청원종료,"애완견,애완묘",10,"대통령님. 
몇몇의 사람들이 말도 못하는 애완동물을 버리고 있습니다.
애초에 자기의 여건(시간,돈 등)이 안된다면 키우지 말아야 합니다. 그러나 그냥 주변에서 많이 키운다고, 단순 유행따라, 귀여워서 등등 여러 이유로 애완동물을 키웠다가 시시해서, 재미없어서, 돈많이 들어서 라는 등의 말도 안되는 이유로 수많은 동물들이 버려지고 있습니다.
동물들은 자신이 버려진지도 모르고 하염없이 주인을 기다리고 또 기다립니다. 그리고는 유기동물 보호센터로 가죠. 거기서 분양이 안되면 안락사를 당합니다. 이게 말이 됩니까? 자신의 여건이 안된다면 애초에 키우지 말았어야 하는데 이렇게 몇몇의 사람들때문에 죄없는 동물들은 버려지고 있습니다.
동물법 강화해주시고, 유기동물들을 한번만 생각해 주시기 바랍니다.",,반려동물,2018-07-22,2018-08-21,naver
4860,314861,청원종료,반려동물과 바다에 함께 들어가 수영하는게 불법인가요?,10,"대형견을 키우는 견주입니다 애견은 골든리트리버 믹스를 키우고 있어요~여름에 애견데리고 바닷가에서 휴가를 보넬 목적인데 이상하게 우리나라는 계곡 바닷가는 대형견 출입금지가 많아서요 애견이 바닷가에서 수영하는것이 법으로 금지되어 있는지 알고 싶네요~ 꼭  애견팬션으로만 가능한지요~
미리알고 반려견 수영금지 하는분께 알려드리고 싶어요~금지가 아니면 각기관 지자체에 공지부탁드립다~",,반려동물,2018-07-22,2018-08-21,naver
4864,314865,청원종료,반려동물 학대 방임 방치 소유권 박탈법 필요합니다.,37,"외국에서는 반려동물 학대 방임 방치한 소유주는 동물보호법에 따라 소유권을 행사할수 없습니다. 

우리나라는 어떻습니까?

얼마전 3개월령의 프렌치불도그가 골반뼈가 드러나도록 마르고 움직이지도 못하면서도, 집어던져지는 학대 속에서

동물보호단체의 도움 마저도, 소유권이 주인에게 있다는 말같지 않은 법에 따라 

구조에 애를 먹고, 뒤늦은 구조 후에도 결국은 동물병원에서 사망했습니다. 

반려동물의 생명존중과 보호가 불가능한 소유주는 그 즉시 소유권을 박탈, 

외국처럼 경찰과 동물보호단체로 소유권을 이전시켜 구조 가능한 제도가 필요합니다.",,반려동물,2018-07-22,2018-08-21,naver
4911,314912,청원종료,반려동물 애완 자격증을 만들어주세요,10,"반려동물 기르는 주인의 대다수가 
제대로 기르는 방법도 모르고 
무엇을 먹여야하는지도 모르고 
본인도 모르게 학대를 일삼고 있습니다 

주인이 의도적으로 학대하는 경우는 드물고, 
놀아준다고 놀아주는게 학대로 이어집니다 

반려동물 애완방법을 잘 모르고도 
누구나 키울 수 있기 때문에 
벌어지는 일이라고 생각합니다 

애완 자격증 시험 후 키울 수 있게 한다거나 
애완 교육 몇백시간 이수 후 키울 수 있게 한다면 좋겠습니다",,반려동물,2018-07-22,2018-08-21,naver
4926,314927,청원종료,반려견을 동반하지않으면 휴양림을 이용할수가 없습니다~~,6,"지금 무더운 날씨, 휴가철을 맞이하여 이런 황당한 일이 있나요?
경북 영양 검마산 휴양림에 야영데크 예약하려하니

반려견을 동반하지않으면  데크어디에도 예약이 되지않는 담니다...
데크예약은 많이 비어있으나, 반려견 동반손님이 없어 데크는 예약미달상태~  
세상에 이런일이~~~

바꾸어 주세요
 사람보다 반려견이 우선인세상은 아닌것 같습니다..
일부 야영장을 구분하여 
일반야영장과 반려견 동반 야영장으로 나누어 수요에따라 조정하여 누구나 이용할수 있도록~~

탁상행정의 본보기가 아닌지 생각해봅니다.",,반려동물,2018-07-22,2018-08-21,naver
4964,314965,청원종료,개ㆍ고양이 식용금지 부탁드립니다,36,"대통령님!!!!
잔인하게  개ㆍ고양이를 도살하는 무식한 국가 라는 오명에서 제발 벗어나게해주세요!!!
사람과 젤 가까운 개 ㆍ고양이를 함부로 죽이거나 도살하는  행위를 못하게하는 강한법을 만들어주세요 제발부탁드립니다",,반려동물,2018-07-22,2018-08-21,naver
4977,314978,청원종료,개고기는 민족 고유의 음식...,15,"유럽인들은 말고기 먹는다...우리가 말고기 먹는다고 유럽인에게 먹지말라고 요구한적 있나...
개도 같은 동물일뿐 반려동물로 기를사람은 기르고 몸보신 하려고 먹을 사람은 먹어도 됩니다...
신 사대사상에서 나오는 썩어빠진 청원은 안들어 줘도 됩니다.",,반려동물,2018-07-22,2018-08-21,naver
5161,315162,청원종료,인간의 친구인 벼를 잡아먹지 말아주세요 !!,9,"안녕하세요 문프 !!

저희 집은 제가 어렸을 때부터 지금까지 호남에서 농사를 짓고 있습니다.
시골이라 또래 친구가 몇 없던 저에게 벼는 때로는 좋은 친구가, 때로는 좋은 스승이 되어 주었습니다.

인간의 친구인 벼가 더 이상 우리 인간의 욕심과 이기심 때문에 희생 당하지 않도록,
[벼 도살 금지법]과 [쌀 식용 금지법]을 만들어 주세요.

청원을 올리기 전에 다른 친구들과 깊은 얘기를 나눠 보았는데요..
대엽이는 집에서 쌀 대신 상추 농사를 지어서 상추가 친구라고 하고,
상조는 무, 기식이는 고추가 친구라고 하네요..

특히 친구들 중에서도 유독 맘 여린 기식이는 
어렸을 때 집에서 어제까지도 함께 놀던 친구를 산 채로 고추장 담그는 것을 보고 기절한 다음부터
학교도 그만둔 채 방 안에서 보배드림과 클리앙만 하면서 밖을 잘 나오지 않아요..

가끔 어른들 말씀 나누시는 걸 들으면
이번에도 쌀 값이 오르지 않아서 힘들다.. 나라에서 쌀을 지금보다 더 많이 매입해야 한다 하시는데
벼를 잡아먹지 않으면 어른들은 힘들 게 농사짓지 않아도 돼서 좋고,
벼들도 잡아먹히지 않아서 좋으며, 소비자도 비위생적인 환경에서 유통되는 벼보다
순수하고 깨끗한 산소를 먹으면 돼서 모두가 행복한 세상이 될 것 같당ㄲ..ㅔ... 아니 같아요.",,반려동물,2018-07-22,2018-08-21,naver
5197,315198,청원종료,강아지 공장(여러동물 공장)을 만들지 말자는 법을 만듭시다,36,"요즈음 강아지 공장(여러동물 공장)이 늘어나고 있습니다.
강아지 공장을 만들지 말자는 법을 만듭시다.
왜냐하면 SBS에서도 나왔듯이 닭, 개등 공장이 늘어나고 있습니다.
어쩌면 지금까지도 닭, 개등의 동물들이 고통을 받고있을지 모릅니다.하지만 이 법을 만들지 못 한다면
지금이라도 강아지공장은 못 만들게 해주셨으면 좋겠습니다.
동식물도 우리와 같은 생명입니다.
지금까지 고통받아왔던 여러 동물들, 이젠 한 두마리라도 소중한생명을 지켜주어야 합니다.
이렇게 여러 동물들의 생명이 헛것이 되지않게 도와주세요.
부탁드립니다.",,반려동물,2018-07-22,2018-08-21,naver
5298,315299,청원종료,동물보호권에 대해 안락사 중성화 폐지시켜주세여,4,동물보호단체 표창원 의사대로 금지가 된다면 개에대해 누가 책임질겁니까 난 세금 이런거에 대해 세금 내기 싫습니다 동물보호단체에서 부담해야되는게 맞습니다 아님 국회의원들 도살금지법찬성한 월급에서 내던지 다수를위해 소수를 희생시키는 당신들..그리고 안락사 중성화 법 폐지 시키는거 맞다고 봅니다 동물보호단체 말대로 반려견이면서 가족이면 중성화 왜 시킵니까.애 낳지 말라고...학대네 ...안락사는 왜 시켜어?가족이란 말을 한 당신들 안락사는 살인입니다. 아 책임을 질 수 없으니까...법 폐지 시키고 유기견 늘어나는 개들은 동물보호단체서 자비로 책임지는걸로 갓으면 좋겟읍니다 내가 나도 못 살고 잇는데 개들한테 내 힘들게 번 돈을 세금으로 준다는건 아니라 생각합니다.  폐지 시켜주십시여 동물보호단체서 책임져야저 이 상황 만들어 놓은 동물보호단체서 떠안아야 되는게 맞다고 봅니다,,반려동물,2018-07-22,2018-08-21,naver
5323,315324,청원종료,애완동물도 생명입니다.,17,"안녕하세요, 요즘 우리가 키우는 친구, 애완동물에 관심이 많은 한 중학생입니다.
최근 뉴스를 보면 애완동물 학대 및 유기하는 경우를 종종 볼 수 있습니다. 이런 소식을 들으면 제 마음은 물론 많은 사람들의 마음에 상처가 갑니다. 앞과 같은 상황이 아니어도 키우는 방법이 서툴고, 어떻게 캐어를 해야는지 모르시는 주인분들도 많을 것 같습니다. 
그래서 저의 생각에는 애완동물 전문 자격증(우리가 흔히 접할 수 있는 동물들을 잘 다룰 수 있다는 것을 증명)을 취득 후 그런 동물들을 기를 수 있게 해주셨으면 좋겠습니다.
비록 글이 서툴지만 저의 진심이 더 이상 애완동물에게 피해가 가지 않도록 하였으면 좋겠습니다.",,반려동물,2018-07-22,2018-08-21,naver
5329,315330,청원종료,반려동물 보유 세금도 만들어주세요,10,"국민청원 개시판에 반려동물 개시판이 단독으로 이렇게 떠 있습니까?
국민은 개돼지처럼 세금과 민생고에 힘들어 하는데
반려동물이 더 중요해?

그렇다면 반려동물 보유세금도 만들어주세요..",,반려동물,2018-07-23,2018-08-22,naver
5393,315394,청원종료,반려동물 학대 처벌 강화 시켜주세요ㅠㅠ!!,33,"요즘 나쁜 마음을 가진 사람들이 반려동물 생각을 하지 않고 자기 기분 안 좋다고 때리고 소리지르고 막 대하는 경우가 너무 
많습니다! 항상 sns에 이러한 글이 많이 올라오는데 볼 때마다 기분이 좋지않고 생각만 해도 눈물이 나는 경우가 있어요.
이러한 사람들에게 벌금만 부여하고 처벌이 너무 약하니까 사람들이 '걸리면 그냥 벌금 내지 뭐' 라고 생각을 하는 경우가
많은 것 같습니다. 어렸을 때 부터 동물을 좋아하고 강아지를 현재 키우고 있고 진로 희망도 동물 쪽으로 선택한 저에게는
너무 마음이 좋지 않습니다. 저는 동물에게 막 대하는 사람들은 똑같이 되갚아 주고 싶거든요. 
꼭 반려동물 학대를 하는사람들에게 처벌을 강화 해주세요!부탁드립니다!",,반려동물,2018-07-23,2018-08-22,naver
5415,315416,청원종료,동물학대 처벌을 제발 강화시켜주세요,62,"강아지,고양이, 햄스터 등등 많은 동물들이 이유없이 하나하나 죽어 나가고 있습니다. 하지만 그런 생명을 죽여도 처벌은 너무 약하다고 생각합니다. 반려동물이 살아있는 장난감도 아니고, 저희와 같은 소중한 목숨입니다. 제발 법을 강화시켜주세요",,반려동물,2018-07-23,2018-08-22,facebook
5613,315614,청원종료,개소음 방지법좀 만들어 주세요.,19,"반려견이 천만이라는데 반려견에 대한 법조항이 너무 없는것 같습니다.

올여름 살인적인 폭염으로 견디기 힘든 상황인데 개소리때문에 창문을 열고 살 수가 없습니다.

댜수 사람들이 사는 밀집 주택가에 개를 작은 마당에 놓고 키운다는게 말이 됩니까?

대형견을 마당에 내놓다 보니 시도 때도 없이 짖어대고 사람들에게 위협적으로 짖어대니 무섭기까지 합니다.

주변의 집들은 개가 내는 소음(개짓는 소리,  개줄의 쇠사슬 끌리는 소리)과 개의 대소변 냄새로 고통을 받는데도

개주인은 아랑곳 하지 않고 신경도 쓰지 않습니다. 이렇게 이웃에게 피해를 줘도 제한이나 처벌을 할 수 있는

법이 없기 때문입니다.  이제는 반려견에 대한 전반적인 법조항을 만들어서 반려견 주인이나 이웃들이 편하게 살 수

있는 환경을 만들수 있는 입법을 해 줬음 좋겠습니다.",,반려동물,2018-07-23,2018-08-22,naver
5667,315668,청원종료,강아지 식육금지,31,"옛날 힘들게 살았을때 식육을 했는데 시대가 많이 변했습니다
식육을 금지시켜 주십시요",,반려동물,2018-07-23,2018-08-22,facebook
6009,316010,청원종료,"살견죄,살묘죄, 동물 폭행죄, 동물 학대죄, 동물 유기죄 등등 신설하여 엄중한 처벌 받았으면 좋겠습니다.",71,"대통령님 안녕하세요.
항상 국민들을 위해 힘써주시고 애쓰시는 대통령님에게 청원을 올리고자 합니다. 
이  뜨거운 날씨만큼 식을 줄 모르는 대통령님의 인기를 실감하고 있으며  뛰어난 정치안목과 지도력에 하루하루 감탄하고 있습니다. 
이렇게 국민들은 9년만에 대한민국 국민임을 자랑스럽게  여기게 되었고 대한민국에 산다는 것에 대해 행복을 느끼게 되었습니다.
국민인권이 놀라울 정도로 향상되었지만 반려동물들은 아직도 고통 속에서 살아가야만 합니다. 
사전에도 없는 식용 개라는 이름으로 고통 속에서 죽기 위해 태어난 생명들, 그리고 길거리에 버려져 죽은 것과 다름 없는 고통스러운 삶을 살아가는 반려견과 반려묘들. 
또한 이런 현실을 악용하여 반려견들과 반려묘들에게 끔찍한 가해를 저지르는 인간의 탈을 쓴 악마들
인터넷 기사들을 읽다보면 참으로 끔찍한 있어서는 안되는 일들이 계속 벌어지고 있습니다.
그런 일들을 저지르고도 솜방망이 처벌로 감옥에 들어가지 않고 떳떳하게 살고 있는 악마들을 생각하면 분통이 치밀어 오릅니다. 
제가 이렇게 글을 쓴 이유로는 학대를 당하는 개와 고양이 및 기타 동물들을 위해 새로운 법안을 내어 인간같지도 않은 쓰레기들에게 엄중한 처벌을 내렸으면 하는 바램입니다.  
이미 개,고양이 식용 금지라는 법을 통과시켰다고 들었지만 저는 그 것으로 만족을 하지 않고 더 큰 결정을 하였으면 하는 바램으로 이 글을 올립니다.
개와 고양이 등 생명이 있는 것들에게 사물취급을 하는 현행 법안을 뜯어 고쳐서 그들도 인간과 동등하거나 비슷한 권리를 주어 법이 진행되었으면 하는 바램입니다.
인간에게도 살인죄, 폭행죄,아동학대죄,유기죄 등이 있는 것처럼 동물에게도 그 법을 적용하여 최소 징역 10년 이상에서 최대 사형까지 갈 수 있는 엄벌한 처벌이 이루어졌으면 합니다.
이러한 법안 신설로 동물들이 좀 더 편안하고 행복한 환경에서 살아가게 되었으면 하고, 인간 역시  동물을 소중하게 여길 줄 아는 인간과 동물이 함께 더불어 살아갈 수 있는 사회가 되었으면 합니다.
차별이 없는 안전한 삶이 보장되는 성숙해진 대한민국이 되었으면 합니다.",,반려동물,2018-07-23,2018-08-22,naver
6039,316040,청원종료,전통음식 개고기 식용 논란,5,"전통적으로 내려온던 우리의 개고기 식용문화를 반대하는 분들은 개고기를 먹지 않으면 되지
왜, 그런것 까지 입법을 추진하는지 모르겠네요
국회가 활 일이 그렇게도 없는 집단이라면 인원수를 대폭 줄여서 국민세금을 절감 시키던지
아니면 개고기를 식용 반대하는 사람들은 소고기 돼지고기 닭고기도 먹지 못하도록 입법을 하던지...
닭고기를 튀긴 치킨은 잘 먹으면서 왜 개고기 고양이 고기의 식육은 반대를 한답니까?
반려 동물이라 먹으면 않된다고 하는 분들이 많은데.... 닭이나 돼지도 반려 동물로 키우는 분들도 많치않은가요 ?",,반려동물,2018-07-23,2018-08-22,twitter
6150,316151,청원종료,개을 모두야생으로,4,"개들을 집에서 기르거나키우는걸 모두불법으로 해주세요
동물단체는 지들이 불쌍해서 개를먹지말자고 하고서
자기들은 동물을 집에 납치해서 키우고 있습니다
정말뉴스보고 정말 속이않좋습니다
소 돼지 닭등은 먹으면서 개만 특별취급이라니              먹지말라는이유가 불쌍해서라는 그런 말도 안돼는 이유로 먹지말라는
개보호단제를 보면서 지들은 개를 납치해서 좁은 집속에세 키우면서 그러니까
개식용을 불법으로 할려면 개를 기르는것도 불법으로 해주세요",,반려동물,2018-07-23,2018-08-22,naver
6184,316185,청원종료,표창원의원 개.고양이 도살법 통과는 민주주의 역행하는 법입니다,21,"반대합니다.
세계최초로 동물보호법을 만든자는 히틀러였습니다
오늘날 대부분 국가의 동물보호법도 하틀러가 입법한것을 승계하고 있습니다

현재 표창원의원이  히틀러와 무엇이 다른지요?
민주주의는 각개인의 자유가 국가이익보다 우선해야 복지국가이고 민주주의입니다.

세월이 흐르면 먹을사람먹고
..안먹을 사람 안먹는게 민주주의 방식의 해결책입니다..

대한민국이 나치처럼 전제국가인가요?
아니면 종교국가인가요?

왜 먹는 식품까지 국민을 획일적으로 만들어야 하나요?

대부분의 국민이 찬성한다해도 소수개인이
먹는 자유마져 앞장서서 박탈하는법을 만든게 국회의원의 할짓인가요?
대중보다 소수를 지키는게 민주주의이지 대중에 국복하면 공산주의나 전제주의 또는 대중영랍주의이지 민주주의의 정당인이 아닙니다

인간의 존엄성은 종교보다 법보다 존중되어야 복지국가이고 선진국가입니다

외국인이 한국인음식 중 혐오식품은 낙지뿐아니라 개고기 .고양이고기.청국장.김치.홍어.닭발.돼지족발.닭내장..................이슬람교도는 돼지고기. 한두교는 소고기....

앞으로 표창원의원처럼 대중이 혐오식품으로 여긴다고 입법화한다면.. 닭.낙지.청국장...국회의원 할일이 너무많으신데...
일자리에나 신경쓰세요..

개고기 먹는분들의 식사까지 통제하는 독재국가 좋으신지?
개고기문제는 세월이 흐르면저젛로.
국민개개인의 사생활까지도 규제하자는게 국회의원 자격이 있나요?
우리문화를 없애자는데 동의해야하나요반대합니다.
세계최초로 동물보호법을 만든이가히틀러였습니다
현재 표창원리 히틀러와 무엇이 다른지료?
민주주의는 각개인의 자유가 국가보다 우선해야 복지국가입니다.
세월이 흐르면 먹을사람먹고
..안먹을 사람 안먹는게 민주주의 방식의 해결책입니다..
대한민국이 나치처럼 전제국가인가요?
아니면 종교국가인가요?
왜 먹는 식품까지 국민을 획일적으로 만들어야 하나요?
먹는 자유마져 앞장서서 박탈하는법을 만든게 국회의원 할짓인가요?
인간의 존엄성은 종교보다 법보다 존중되어야 복지국가이고 성진국가입니다

외국인이 한국인음식중 혐오식품은 낙지뿐아니라 개고기 .고양이고기.청국장.김치.홍어.닭발.돼지족발.닭내장..................이슬람교도는 돼지고기. 한두교는 소고기..
앞으로 표창원의원 할일 많으시네...
일자리에나 신경쓰세요..
개고기 먹는분들의 식사까지 통제하는 독재국가 좋으신지?
개고기문제는 세월이 흐르면저젛로.
국민개개인의 사생활까지도 규제하자는게 국회의원 자격이있나요?
우리문화를 없애자는데 동의해야하나?",,반려동물,2018-07-23,2018-08-22,facebook
6766,316767,청원종료,"국내 파,양,지 시장의 확산을 막는 환경청 바꾸자",167,"환경청은 정말 일을 똑바로 하는지 의문이갈정도로 막하는것같습니다.이번에  유해동물로 지정받은 동물중 예를들어 블루텅 스킨크,비어디드 드래곤등 전혀 해를 끼치지않는 순딩순딩한아이들이고 국내파충류시장에서 60프로는 차지하고있는 종을 지정해버리시면 그건 눈감고 다트해서 뽑는것도아니고 이딴식으로 무자비하게 막아버리면 우리나라 파양지 시장의 미래와 변화는 기대할수없을것같네요.이색반려동물이 인기를 끄는 지금 이렇게 틀에 껴서 막히고 치이면 점점 규모가 작아지는 국내 파양지 시장을보면 선진국들과 큰 차이를 보입니다.우리가 선진국들에게 배울것은 너무나도 많습니다.대통령님 큰것을위해 작은것을 놓치지말아주세요.",,반려동물,2018-07-24,2018-08-23,facebook
6846,316847,청원종료,"강아지, 고양이 판매를 금지해주세요",41,"저는  반려동물을 정말 사랑하는 학생입니다. 요즘은 사람들이 반려동물에게 많은 관심을  가지고 있습니다. 강아지나 고양이들은 가로 세로 50cm도 되지 않아 보이는, 정육각형으로 된 투명 상자 속에서 사람들에게 팔릴 때까지 하루 건 이틀이건 한 달이건 두 달이건 갇혀서 삽니다. 사람들은 조금만 강아지가 커지면 그 큰 강아지보다는 옆에 있는 더 이쁘고 귀여운 강아지를 선호하는것 같습니다. 그렇게 팔리지 않는 강아지들은 또다시 안락사를 당하거나 강아지 농장으로 가게 됩니다. 정말 화나지 않나요? 팔리기만을 기다리며 몇 달을 자그마한 박스에 갇혀살다가
드디어 풀려나나 싶었는데 풀려나는 곳이 사람의 따뜻한 손길이 아닌 안락사나 강아지 농장이라는 사실이? 일 년에 유기견으로 버려져서 안락사당하는 강아지도 이렇게 많은데 저는 굳이 동물들을 사고팔아야 한다는 것이 이해가 되지 않습니다.
동물병원은 동물을 팔아서 이익을 보는 곳이 아닙니다. 동물 병원은 동물들의 아픈 곳을 치료해 줌으로써 이익을 보는 곳입니다. 그렇기 때문에 저는 동물병원에서 반련 동물을 파는 것을 반대하고 그렇기에 간곡하게 청원합니다.
많은 사람들이 유기견에 많은 관심을 가져서 애완숍이 아닌 유기견 보호소에서 사랑스러운 아이들을 입양했으면 좋겠습니다.",,반려동물,2018-07-24,2018-08-23,facebook
6879,316880,청원종료,동물을 구조할때 119구급대말고 동물을구하는 구급대도 만들어주세요,25,"요즘 시대에서 반려동물을 많이 키우시는 분들이 많습니다.
그래서 요즘 많이발생하는 반려동물의 위험한상황등을  해결해주시는 119구급대 분들이 있습니다. 
뉴스에서 찾아본결과 119 에다가 반려동물 구조해달라는 신고전화가 급격히 늘어났다고 뉴스를 봤습니다.
119구급대는 생명을 구하고 또한 반려동물을 구하는 일을 하여 더더욱 바쁜 일상에 살고 있습니다. 
저의 생각은 119구급대와 반려동물 구조대를 나누기를 바라는 바 입니다. 
이런 것을 시행하게 된다면 생명을 신속하게 구할 수 있고 또한 취업을 못하는 분들에게 기회를 줄 수 있는 일자리도 생기게 됩니다.
만약에 동물을 구조하는 구조대가 있으면 앞으로 많은 지역에 있게 해주세요  반려동물도 하나의 생명입니다 
관심있게 봐주세요.",,반려동물,2018-07-24,2018-08-23,facebook
